"","spot_1_1","spot_1_2","spot_1_3","spot_1_4","spot_1_5","spot_1_6","spot_1_7","spot_1_8","spot_1_9","spot_2_1","spot_2_2","spot_2_3","spot_2_4","spot_2_5","spot_2_6","spot_2_7","spot_2_8","spot_2_9","spot_3_1","spot_3_2","spot_3_3","spot_3_4","spot_3_5","spot_3_6","spot_3_7","spot_3_8","spot_3_9","spot_4_1","spot_4_2","spot_4_3","spot_4_4","spot_4_5","spot_4_6","spot_4_7","spot_4_8","spot_4_9","spot_5_1","spot_5_2","spot_5_3","spot_5_4","spot_5_5","spot_5_6","spot_5_7","spot_5_8","spot_5_9","spot_6_1","spot_6_2","spot_6_3","spot_6_4","spot_6_5","spot_6_6","spot_6_7","spot_6_8","spot_6_9","spot_7_1","spot_7_2","spot_7_3","spot_7_4","spot_7_5","spot_7_6","spot_7_7","spot_7_8","spot_7_9","spot_8_1","spot_8_2","spot_8_3","spot_8_4","spot_8_5","spot_8_6","spot_8_7","spot_8_8","spot_8_9","spot_9_1","spot_9_2","spot_9_3","spot_9_4","spot_9_5","spot_9_6","spot_9_7","spot_9_8","spot_9_9","spot_10_3","spot_10_4","spot_10_5","spot_10_6"
"Tbc1d13",0,2,1,0,3,3,3,0,3,1,3,3,3,7,5,5,5,3,0,2,8,1,1,3,0,3,4,0,4,4,6,6,6,4,5,2,1,1,2,1,8,7,4,1,1,1,1,7,6,3,4,5,5,1,4,3,6,5,7,2,3,2,2,0,8,7,2,3,1,6,4,6,4,0,2,5,1,2,1,5,0,1,1,1,4
"Dolk",2,3,2,2,3,6,3,1,2,0,0,6,1,0,4,6,3,3,3,4,4,0,1,3,3,2,0,4,2,7,0,4,7,8,5,0,1,2,3,3,3,1,2,3,2,0,7,6,2,5,2,3,2,5,3,3,12,7,5,2,7,0,3,3,2,4,1,2,3,7,5,2,3,4,4,5,1,2,5,5,2,0,1,2,3
"Nup188",0,1,1,2,1,3,2,0,0,0,0,9,3,5,6,7,8,2,0,2,3,2,1,3,6,7,1,3,5,7,8,4,9,3,8,3,4,2,2,4,5,2,5,1,4,0,2,5,1,6,1,7,6,3,0,3,7,7,5,6,4,3,4,6,4,7,1,7,5,6,2,3,4,4,2,9,1,1,5,4,1,1,0,2,2
"Sh3glb2",1,3,8,11,21,18,8,1,6,4,13,35,17,18,28,39,20,16,17,28,24,29,5,16,21,21,18,21,6,35,17,26,35,22,23,9,18,24,9,27,19,27,26,18,6,0,15,29,10,23,14,35,16,5,12,24,26,28,25,24,24,4,12,9,19,19,14,22,8,19,10,10,16,7,8,16,6,13,14,22,4,2,2,4,5
"Dolpp1",0,1,1,2,5,8,1,0,0,2,3,8,6,7,6,5,3,8,3,8,9,2,6,10,5,1,4,10,3,13,5,4,9,3,6,4,2,4,2,4,6,6,5,1,2,2,5,8,4,5,6,6,5,3,3,7,16,7,14,3,7,2,4,3,9,8,5,7,0,2,8,2,9,3,3,3,2,6,6,10,0,1,1,1,1
"Crat",0,2,0,2,3,8,2,0,1,1,1,6,4,2,1,1,1,3,3,2,5,3,1,1,4,3,1,5,3,6,1,0,6,2,4,1,4,0,2,2,5,4,3,3,5,2,1,3,3,1,2,6,3,3,3,7,5,2,7,4,3,1,3,3,6,2,1,5,2,3,0,2,2,4,0,8,1,3,3,6,1,0,1,1,2
"Asb6",1,1,2,8,8,10,7,0,1,0,4,7,2,8,5,14,2,2,3,6,5,3,5,3,5,5,4,8,2,8,4,4,11,14,3,3,8,5,3,7,7,5,4,5,5,1,4,5,1,6,8,7,5,4,1,3,16,10,6,13,6,2,4,6,7,5,3,5,3,3,5,6,3,0,7,4,2,6,10,9,0,0,1,1,5
"Tor1b",2,2,0,0,3,5,2,0,2,0,4,3,2,5,8,6,4,2,1,0,5,0,2,2,0,0,2,3,0,3,0,6,3,2,1,1,5,2,1,2,3,2,5,3,1,1,0,1,0,7,1,5,0,2,4,1,4,4,4,2,2,0,2,2,8,0,0,2,1,2,3,3,1,4,2,4,1,6,3,2,0,0,2,0,2
"Usp20",0,2,0,6,11,5,4,0,0,0,2,10,2,4,11,8,7,10,3,2,7,4,3,3,7,6,2,1,2,8,4,3,10,4,3,3,8,5,2,4,7,4,6,3,6,1,4,8,6,6,3,8,3,2,2,3,3,6,9,2,7,2,4,5,9,6,3,8,1,10,4,4,4,0,0,4,0,7,4,4,0,0,0,0,1
"Gpr107",0,1,0,1,4,3,2,0,2,0,1,5,5,3,2,0,5,5,2,3,2,7,2,6,3,5,2,7,4,8,6,1,7,2,3,0,5,2,4,6,8,4,6,3,3,2,2,5,5,6,3,5,3,6,1,6,11,8,10,4,6,4,5,4,7,2,4,7,1,4,4,1,2,1,4,3,1,4,6,7,0,0,3,0,1
"Ncs1",1,4,3,6,20,43,9,0,5,1,15,45,21,38,33,34,34,34,20,21,29,25,10,35,17,28,19,19,23,54,23,24,34,19,35,34,21,18,11,19,25,32,32,15,10,2,20,22,16,29,12,26,16,10,9,12,36,24,22,10,30,17,10,24,27,14,13,29,6,23,29,22,16,12,7,17,4,23,12,32,12,5,4,2,11
"Fubp3",0,0,0,0,3,1,0,0,0,0,2,1,0,2,4,4,0,4,0,2,4,1,0,0,0,6,3,2,0,5,0,1,6,6,5,0,3,0,1,4,2,5,4,2,2,0,2,5,0,0,0,7,5,0,1,5,0,3,1,8,5,0,4,2,2,1,3,0,1,2,4,2,1,2,0,2,0,2,0,0,0,0,2,0,0
"Prdm12",0,1,0,1,3,5,2,0,2,1,1,15,2,1,8,3,4,3,0,1,3,2,1,3,6,4,2,2,1,7,3,8,6,4,4,2,3,4,0,3,10,2,3,0,2,0,2,10,4,1,3,2,3,2,1,6,4,7,4,5,2,1,2,2,5,5,2,3,1,1,2,2,1,0,1,3,0,4,6,3,2,1,1,0,1
"Abl1",0,2,0,0,1,3,2,0,2,1,2,9,0,11,8,8,4,7,2,5,9,6,3,8,10,5,3,8,8,7,8,3,11,4,11,1,3,7,2,2,7,6,6,9,5,2,5,15,2,10,2,4,8,3,3,5,11,7,9,5,8,5,3,7,6,9,4,6,1,6,4,4,2,0,1,6,3,3,5,8,3,0,1,0,4
"Qrfp",0,2,1,2,2,3,0,0,0,0,0,3,5,3,0,2,2,2,1,6,6,3,2,5,4,7,3,3,1,5,3,2,12,3,3,4,1,4,0,1,3,5,3,1,2,0,3,5,0,5,2,6,2,2,3,3,6,4,4,1,2,0,1,4,2,1,2,2,2,2,1,3,2,3,3,2,1,2,3,2,2,1,0,1,2
"Lamc3",1,1,0,0,1,4,0,0,1,1,2,5,3,1,4,5,3,1,4,1,8,5,3,4,1,3,3,4,2,5,2,5,10,3,6,1,1,1,2,1,5,5,2,2,3,0,2,3,3,3,4,6,1,1,4,4,8,6,2,1,5,0,5,2,3,4,3,6,1,1,0,3,1,3,0,1,0,2,2,6,0,0,0,0,2
"Aif1l",0,2,0,3,1,0,0,0,0,1,3,1,1,1,2,0,3,2,0,0,0,0,0,4,3,1,2,2,1,3,0,1,7,0,2,0,4,2,1,4,1,5,5,2,1,1,1,3,6,1,0,2,2,4,0,2,5,5,2,4,1,0,3,0,2,3,0,4,1,4,1,2,0,2,0,7,0,4,5,0,0,0,0,1,5
"Nup214",2,0,0,2,2,4,1,0,0,2,2,3,8,3,4,3,6,3,2,3,11,4,2,7,2,7,3,7,2,10,0,7,9,3,7,0,1,2,0,7,9,1,6,5,2,0,5,9,6,7,2,6,3,4,1,3,9,8,4,6,6,2,4,2,1,5,4,10,4,7,5,2,4,2,4,10,0,2,5,5,2,2,0,2,5
"Prrc2b",3,12,5,13,37,32,15,0,5,7,14,43,41,35,42,55,39,23,20,35,58,45,11,35,40,32,21,29,30,80,38,38,56,26,28,11,23,26,17,45,49,31,45,26,22,8,36,61,30,29,36,58,21,20,24,32,63,53,46,33,47,19,20,29,44,28,16,33,23,30,26,38,29,13,16,21,11,31,23,43,14,7,13,9,26
"Pomt1",2,0,0,1,3,1,1,0,0,0,3,3,3,0,2,1,4,3,3,2,3,5,2,3,2,0,1,4,0,3,3,3,5,6,1,0,4,1,0,0,3,2,2,3,3,0,0,4,2,0,0,4,1,0,2,6,7,6,5,4,4,0,0,0,3,4,2,3,2,5,0,3,0,2,1,4,3,3,3,2,0,1,2,1,1
"Uck1",1,0,3,0,5,9,3,0,0,2,2,11,6,6,5,9,6,5,2,7,10,8,3,5,2,6,4,5,6,9,2,8,12,4,5,4,8,4,3,5,5,6,5,6,2,2,3,10,3,7,2,17,3,2,3,8,12,8,10,5,9,0,0,4,5,7,5,3,2,6,3,3,8,2,1,5,1,5,5,5,0,0,1,1,3
"Golga2",0,3,0,4,6,2,4,0,0,0,5,8,2,6,6,11,11,11,3,5,10,6,4,13,3,5,5,6,3,7,9,7,16,4,8,2,3,12,4,8,10,7,8,1,5,2,3,12,6,5,5,2,5,2,2,2,11,11,17,5,14,5,6,7,8,7,1,8,4,3,7,7,7,0,7,10,2,9,4,7,4,0,1,2,6
"Ciz1",3,1,0,3,5,7,2,0,2,1,1,5,10,8,9,12,8,5,6,5,12,10,1,11,3,8,4,4,3,8,7,5,7,7,6,2,8,6,2,7,3,12,7,5,6,1,9,12,8,5,5,11,6,2,2,6,20,11,10,12,9,3,1,3,10,8,6,7,3,7,4,2,8,2,5,11,4,4,5,10,2,0,2,3,0
"Ptges2",0,0,0,1,2,1,1,0,0,0,2,4,2,1,5,5,0,7,1,4,2,1,1,5,1,3,1,4,0,6,2,1,3,3,2,2,3,0,2,3,2,3,9,4,5,1,2,5,2,3,3,2,4,2,2,3,6,2,5,5,6,0,1,0,2,5,3,7,2,3,1,1,4,0,0,5,0,5,5,9,2,0,1,0,2
"Slc25a25",0,0,0,1,0,5,2,0,1,1,0,2,2,4,4,6,5,6,0,2,4,3,1,2,1,2,2,2,2,5,1,4,7,2,8,0,6,1,3,1,3,2,3,7,3,1,3,5,4,3,5,5,3,1,1,3,7,6,8,1,6,4,2,4,1,3,0,4,1,0,1,7,0,0,1,2,0,6,3,1,0,2,0,0,0
"Naif1",0,0,0,0,3,0,1,0,0,2,0,0,0,5,2,1,2,1,0,2,4,0,0,2,0,3,0,2,0,1,3,1,0,2,2,0,0,2,1,1,0,0,5,1,1,0,2,1,2,0,5,6,2,3,2,1,4,6,4,2,6,1,1,6,1,3,1,12,2,5,1,0,0,0,0,4,0,0,3,5,2,0,0,0,4
"Fam102a",2,0,0,2,2,2,2,0,2,0,5,4,1,3,8,3,5,3,0,2,8,6,4,2,3,5,2,4,0,11,4,4,11,4,7,0,6,4,4,2,6,4,7,4,1,1,5,4,6,4,0,4,1,1,1,5,3,9,3,5,5,1,1,6,1,1,4,4,0,7,2,2,3,2,0,5,2,3,4,3,0,0,2,1,2
"Pip5kl1",0,0,1,2,1,0,2,0,1,0,0,10,3,2,2,4,4,6,2,3,4,3,2,7,0,1,3,2,1,4,1,5,6,0,1,0,0,2,1,2,4,7,3,3,2,2,1,3,2,0,0,6,1,1,3,2,10,5,7,5,0,2,2,0,3,2,2,4,1,0,2,1,0,1,5,7,0,1,6,3,0,1,0,0,2
"Ak1",1,9,3,11,17,38,7,0,7,0,11,42,23,18,33,31,17,28,10,24,21,19,9,21,18,18,15,11,10,31,12,25,34,13,16,11,14,12,5,25,14,33,19,15,17,2,20,20,17,21,9,47,25,7,8,20,48,25,19,19,32,9,10,9,17,20,7,25,8,19,17,7,16,7,8,14,6,20,12,29,9,4,7,2,12
"Sh2d3c",0,3,2,5,4,4,3,2,0,2,5,7,6,8,5,16,10,16,2,4,11,8,3,14,10,8,2,8,2,19,11,6,11,9,10,5,2,5,9,8,12,7,12,16,6,2,5,21,6,13,2,23,11,5,1,8,14,11,7,11,12,9,4,11,7,8,4,15,8,11,5,6,3,2,5,6,2,8,6,3,0,1,2,1,5
"Tor2a",2,2,0,2,8,7,5,0,2,2,6,2,4,4,8,15,5,5,1,11,10,6,3,14,4,9,2,5,5,10,13,5,11,5,5,2,6,8,2,6,6,12,10,7,0,0,6,10,9,5,0,11,6,6,3,7,13,3,14,7,4,8,11,5,5,10,5,14,4,10,1,5,7,2,1,10,6,8,7,10,1,2,4,3,3
"Ttc16",1,0,0,1,3,2,3,0,0,0,1,3,2,0,2,6,2,1,0,3,7,0,2,2,1,0,1,1,1,7,4,1,4,2,4,1,1,3,3,4,5,6,1,1,2,0,2,3,1,3,1,7,3,2,1,5,11,3,8,1,3,1,5,1,4,1,4,3,1,3,3,4,2,0,1,6,2,4,1,2,1,1,0,0,4
"Fam129b",0,5,1,0,3,9,3,0,3,2,4,4,4,4,1,6,6,4,4,1,7,1,1,6,7,3,1,4,1,3,6,4,7,3,0,2,4,5,0,10,6,4,5,8,5,0,3,5,4,6,1,6,3,2,7,2,7,4,6,3,5,4,2,2,6,3,1,7,3,4,5,3,5,1,4,0,0,1,4,4,1,3,1,0,3
"Lrsam1",0,0,1,2,5,5,2,0,1,2,6,6,1,3,8,8,6,6,3,2,7,3,0,4,4,3,4,0,2,7,5,5,4,2,2,2,2,5,3,3,3,2,0,1,1,1,6,6,6,3,1,6,5,3,1,4,11,8,3,2,5,0,1,3,2,2,2,2,1,3,2,1,2,0,2,3,2,4,2,8,0,0,1,0,2
"Slc2a8",0,1,0,2,3,3,1,0,4,1,2,7,4,4,6,9,8,5,1,4,6,7,2,7,4,2,2,7,4,8,8,8,9,2,7,1,2,3,1,9,2,7,8,4,4,5,2,11,2,3,5,6,4,1,6,5,16,10,15,9,7,1,4,4,6,4,1,5,2,9,5,2,7,2,0,9,1,4,4,6,4,0,1,0,5
"Ralgps1",1,0,0,3,4,2,1,0,1,2,2,6,3,4,7,3,11,5,1,4,0,7,3,7,1,3,2,2,3,10,4,6,3,2,4,1,2,5,0,5,5,4,7,1,1,5,9,4,4,2,2,4,3,1,2,10,2,6,9,5,4,3,4,2,5,3,4,10,0,7,4,1,3,2,5,7,3,4,5,5,2,1,1,0,4
"Angptl2",0,1,0,1,0,3,2,0,0,1,2,4,2,5,5,5,1,0,2,2,3,3,1,4,1,3,0,2,2,3,3,3,1,2,3,1,0,10,3,8,5,1,0,0,0,1,5,8,4,2,1,5,1,1,4,1,7,4,7,2,3,3,3,1,5,0,2,2,1,4,0,2,1,2,1,2,4,6,0,3,0,0,0,3,2
"Zbtb43",1,1,4,4,4,5,1,0,0,2,2,3,5,2,3,5,2,6,2,1,2,2,2,4,3,6,4,2,3,6,5,3,6,2,6,0,6,3,3,4,4,6,2,1,1,2,5,6,2,4,1,4,4,3,3,3,5,5,7,2,2,1,4,4,3,6,2,7,2,6,1,5,4,3,2,3,1,5,2,10,0,0,0,0,3
"Pbx3",0,0,0,0,0,5,1,0,0,0,1,6,0,4,4,6,1,3,1,4,9,0,0,3,1,4,2,4,0,8,4,2,2,2,3,2,1,1,0,3,4,2,2,2,0,0,2,3,2,4,2,5,2,0,0,9,2,2,5,3,3,0,2,2,2,1,5,3,2,1,0,2,1,2,0,3,0,3,1,4,0,0,1,1,2
"Mapkap1",0,1,0,1,2,3,1,0,0,0,2,1,4,1,4,3,1,1,1,1,2,1,4,2,4,3,1,1,2,7,3,7,4,3,3,3,1,5,2,3,2,4,5,0,1,2,4,1,0,2,2,7,0,5,1,2,3,8,2,2,1,0,0,1,5,2,3,7,1,2,0,4,4,3,3,3,0,0,7,3,2,0,0,2,2
"Gapvd1",2,1,0,1,5,6,2,1,1,0,3,10,7,6,5,10,7,7,2,3,9,6,6,8,7,8,7,6,3,12,6,7,9,4,6,2,6,4,3,6,7,6,7,5,2,0,6,3,3,5,3,8,4,3,4,8,7,8,6,4,8,2,5,2,6,7,3,5,7,5,4,2,7,2,7,7,1,11,7,7,1,1,2,1,5
"Psmd5",0,0,0,0,2,3,4,0,0,0,1,4,3,3,2,3,7,6,0,3,8,1,0,4,2,0,3,4,2,1,3,3,6,1,5,2,3,5,1,3,4,2,5,6,3,2,2,7,6,5,2,4,5,3,3,4,7,3,12,1,1,2,5,1,7,2,1,7,2,4,5,8,2,2,4,4,2,8,3,5,0,0,3,0,0
"Cutal",0,0,0,2,1,0,0,0,0,0,0,2,0,4,0,1,2,1,0,2,1,2,2,0,2,2,0,4,0,2,0,0,4,3,1,0,1,2,0,3,1,2,2,4,4,0,1,3,0,3,0,7,2,2,0,0,4,4,2,5,3,0,2,1,2,1,4,1,0,1,4,1,1,2,0,5,0,2,4,1,0,0,0,0,1
"Phf19",1,0,0,0,5,4,0,0,0,0,1,3,1,1,3,0,2,2,0,3,7,1,2,3,2,0,0,5,0,7,2,2,6,3,3,0,2,0,2,6,4,0,0,3,1,1,0,5,1,0,4,3,4,0,1,0,8,2,6,4,1,0,2,2,1,0,1,4,2,1,0,0,2,2,1,4,1,1,2,2,2,0,0,0,3
"Traf1",0,0,0,0,2,1,1,1,0,0,3,4,0,1,3,0,0,2,0,2,2,5,1,3,1,2,1,5,2,5,4,3,1,1,1,0,1,5,4,1,2,0,5,1,4,0,4,7,2,4,0,4,1,0,1,2,6,2,2,0,2,0,0,4,2,1,2,3,0,3,1,1,1,1,1,5,1,3,1,1,0,0,0,2,3
"Hc",0,0,0,1,1,6,2,0,0,0,0,1,1,1,3,3,0,1,0,1,1,0,4,0,1,1,0,3,0,2,4,2,4,1,4,1,5,1,1,4,5,0,3,2,0,0,2,2,3,3,3,2,3,1,3,4,5,2,5,7,7,2,1,1,2,2,0,5,5,3,0,2,1,0,0,3,1,5,0,5,1,0,0,0,3
"Gm13446",0,1,0,2,3,3,5,0,2,1,1,4,3,3,1,5,7,2,5,3,6,8,0,7,2,9,1,4,1,2,1,8,4,5,3,0,6,5,4,2,2,2,6,2,1,0,4,4,2,3,0,2,2,3,1,3,9,1,10,6,3,3,1,4,6,5,2,3,1,2,2,4,2,2,3,2,0,2,1,2,0,0,1,1,3
"Dab2ip",0,4,2,8,18,16,8,2,6,5,7,24,20,10,23,19,16,19,4,19,18,7,8,12,11,16,13,7,8,29,16,11,22,8,16,3,18,13,0,11,17,17,17,10,8,6,8,21,14,11,7,14,13,8,10,17,33,17,15,5,14,12,7,10,19,12,6,11,13,17,7,3,11,6,5,15,5,7,5,16,2,0,3,0,11
"Ttll11",0,1,2,2,7,6,2,0,0,4,2,5,3,5,4,1,6,6,0,2,4,2,3,7,4,8,2,3,0,11,4,6,8,7,5,2,3,4,2,10,4,5,8,1,2,0,5,5,4,4,4,6,7,2,4,5,9,7,9,5,5,0,2,3,4,2,3,10,7,3,4,5,6,1,2,7,2,10,2,7,2,1,2,0,4
"Rbm18",0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,4,0,4,0,0,2,0,0,1,1,0,0,0,0,2,2,1,3,2,2,0,1,4,1,5,5,4,0,3,3,0,2,6,2,3,1,3,0,0,1,2,6,2,0,2,5,1,2,0,6,2,2,4,0,1,1,1,2,0,0,2,2,5,5,2,0,0,1,0,2
"Mrrf",0,0,0,0,0,3,2,0,1,0,1,3,5,1,4,5,3,2,2,2,5,4,4,1,2,2,0,3,4,9,2,3,6,3,2,0,2,1,3,4,2,5,1,1,1,1,2,3,1,3,2,9,3,4,1,5,6,7,0,1,4,2,1,2,6,3,1,2,2,1,6,1,1,1,0,3,1,5,3,3,0,0,1,0,2
"Ptgs1",0,0,0,1,0,0,0,0,0,2,1,2,4,1,2,2,3,2,0,3,4,1,0,4,1,0,1,1,0,3,1,3,3,2,1,2,1,1,0,2,0,0,1,1,1,0,0,3,1,1,1,0,3,2,0,1,1,0,5,4,1,3,0,2,3,4,0,6,0,1,0,2,1,0,0,0,0,0,1,3,1,0,1,0,3
"Pdcl",0,0,0,4,2,3,0,0,1,2,1,5,1,2,2,7,7,3,1,3,9,1,4,2,7,6,1,1,0,6,4,5,6,3,4,4,2,4,0,4,5,3,2,5,1,2,6,5,1,6,4,6,4,1,0,4,11,6,2,5,4,0,2,3,2,6,2,9,0,3,3,4,1,0,1,5,0,4,3,4,0,1,2,0,3
"Rc3h2",0,2,0,2,6,4,1,0,0,2,2,5,5,1,4,9,4,3,0,1,5,2,3,3,2,4,1,2,2,4,2,4,12,1,3,1,6,2,0,5,10,0,7,1,3,2,1,3,3,3,6,8,5,3,3,8,3,12,7,6,7,1,5,6,4,1,3,4,4,8,3,5,4,0,0,7,0,4,1,6,1,1,1,2,1
"Zbtb6",0,1,0,0,0,2,2,0,0,0,0,6,0,1,3,3,2,1,0,2,4,0,0,2,0,0,0,1,2,1,0,1,3,2,2,1,4,4,2,5,4,0,4,1,0,1,0,5,5,3,0,4,3,2,0,1,1,2,2,4,1,0,2,4,0,3,3,1,1,0,3,1,0,1,1,1,0,0,2,1,0,0,2,0,1
"Crb2",0,2,0,2,2,3,2,0,0,2,0,4,4,5,9,8,7,3,4,2,4,1,1,4,3,7,3,3,0,2,5,3,10,5,3,1,3,3,3,5,2,3,3,1,4,0,1,1,3,3,3,6,4,0,4,1,6,3,10,4,8,3,3,5,6,2,0,1,2,4,3,3,2,0,0,1,0,3,0,2,0,0,0,0,0
"Dennd1a",0,0,4,4,12,6,0,0,1,2,1,11,6,12,4,6,6,4,3,5,12,3,1,7,4,7,1,10,5,11,8,9,2,4,5,0,8,5,3,8,8,3,6,6,1,4,5,7,3,10,3,7,11,2,5,3,7,13,5,8,9,0,3,9,5,7,3,7,4,8,2,3,7,2,2,3,2,8,3,7,2,1,0,2,4
"Nek6",0,0,0,1,0,2,0,0,2,0,2,8,6,4,1,5,3,1,2,4,1,2,2,4,2,1,0,1,2,5,2,3,4,3,5,3,1,1,3,4,4,4,0,3,2,2,3,4,2,3,3,3,4,3,1,4,6,6,4,5,4,5,3,4,4,4,1,5,0,4,2,3,6,1,0,3,0,1,2,3,0,2,1,0,1
"Nr5a1",0,0,0,0,2,6,0,0,1,0,0,3,2,3,7,4,7,3,0,2,8,6,3,9,2,8,3,4,4,8,3,2,3,2,3,2,1,5,1,2,1,3,3,5,0,0,2,7,3,2,1,6,4,0,1,3,5,9,2,4,3,1,0,5,4,3,1,8,0,2,0,4,2,0,2,7,0,6,2,5,1,0,0,1,0
"Nr6a1",0,0,0,0,3,0,0,0,0,0,0,1,1,3,1,0,1,0,1,2,3,0,0,2,0,1,0,1,1,1,2,4,4,7,1,0,0,1,0,2,1,1,1,2,2,0,0,1,2,4,3,3,2,1,0,4,3,7,1,2,3,0,0,0,0,3,2,4,1,3,2,2,1,0,0,2,2,2,0,5,0,0,2,0,0
"Olfml2a",0,0,0,1,1,1,0,0,0,0,0,2,3,2,6,0,2,2,1,2,0,3,2,3,0,1,1,1,2,2,0,2,1,0,2,0,3,2,1,0,1,3,3,4,2,0,8,2,0,3,0,2,2,4,0,2,5,2,4,0,3,4,1,0,3,0,1,5,0,2,2,1,0,1,1,3,1,1,0,5,0,0,0,0,0
"Golga1",0,0,0,2,1,4,0,0,0,0,2,3,2,6,2,0,0,1,1,0,5,6,0,5,3,1,0,0,2,5,4,1,5,3,3,0,3,3,4,3,3,0,1,1,0,0,0,2,1,4,0,4,4,0,0,3,7,4,2,1,2,0,0,2,1,0,1,4,0,2,0,0,0,1,1,2,0,8,2,0,2,0,0,1,0
"Lrp1b",0,0,1,2,1,5,3,0,0,1,3,8,4,5,2,4,2,2,1,4,5,4,2,4,4,4,0,5,3,7,4,5,3,5,2,3,3,1,0,5,6,2,3,2,4,0,6,7,6,2,3,9,3,0,3,2,12,9,3,4,8,2,3,2,3,1,2,4,5,5,4,1,4,0,1,5,2,5,3,5,0,0,0,0,7
"Acvr2a",0,0,0,0,0,0,0,0,0,0,0,6,2,1,5,3,3,0,1,0,0,0,1,0,0,5,3,2,2,3,1,4,4,1,3,0,2,7,0,4,0,4,4,2,2,0,2,5,1,5,1,7,1,3,2,1,3,8,2,4,4,0,0,2,1,1,8,2,0,2,3,1,3,0,1,3,1,2,6,3,1,1,0,1,2
"Mbd5",1,2,2,0,7,6,0,0,1,3,3,8,6,3,6,7,9,8,7,6,12,6,3,9,6,0,2,2,2,9,11,3,13,4,10,2,7,8,1,8,1,9,7,2,4,0,3,17,6,5,4,9,7,2,5,8,11,11,10,4,5,0,4,2,6,4,2,8,3,7,2,3,3,3,2,6,1,4,4,9,1,0,0,0,5
"Epc2",0,0,0,4,5,6,1,0,0,0,0,3,4,3,7,4,1,3,3,3,4,2,3,6,8,2,3,4,5,9,7,4,9,3,0,2,4,3,1,10,11,6,2,3,3,0,6,8,3,5,0,10,4,2,1,6,9,16,7,1,11,2,2,2,7,3,4,6,3,3,3,2,2,1,2,1,2,6,4,3,5,2,2,1,1
"Rif1",0,2,1,1,1,3,0,2,0,0,0,0,3,2,2,3,4,1,0,1,4,1,0,1,3,1,1,2,0,5,3,2,4,2,4,2,2,3,1,0,3,2,2,2,1,0,3,7,4,5,5,3,2,1,2,3,5,5,2,3,7,3,0,0,2,2,3,3,0,0,5,2,1,2,4,3,1,7,0,3,0,0,0,0,1
"Stam2",0,2,0,1,1,4,0,0,1,0,0,5,0,4,0,4,4,1,0,1,4,3,3,6,1,3,0,5,2,5,3,1,8,5,6,2,2,1,0,4,4,1,4,2,3,0,0,6,1,2,1,3,0,0,4,2,2,6,2,4,5,2,0,1,1,4,2,10,0,3,4,3,6,1,1,5,3,1,4,2,1,0,1,0,1
"Fmnl2",0,0,0,3,6,3,0,0,0,0,1,3,1,4,3,8,5,8,2,5,15,1,3,6,7,6,2,9,2,10,2,8,12,12,11,0,9,9,6,8,5,5,7,7,2,2,3,9,3,5,5,10,3,2,0,5,10,14,7,7,4,5,5,7,3,6,6,5,2,5,3,3,3,1,5,3,3,5,5,3,1,0,2,0,4
"Prpf40a",0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,4,2,4,0,0,2,0,0,4,0,0,2,2,0,0,0,1,1,2,1,1,2,1,0,0,2,4,2,1,3,0,3,0,0,3,2,1,2,1,1,2,5,5,2,3,2,1,0,4,4,3,0,1,0,3,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0
"Galnt13",0,0,0,3,0,0,0,0,0,0,2,0,0,2,3,6,2,2,0,0,2,0,0,0,0,0,1,1,0,6,0,1,0,2,1,0,2,2,2,0,2,0,0,0,2,0,0,4,1,2,1,0,4,3,0,0,5,3,2,0,6,2,0,0,3,2,0,2,2,0,0,0,2,2,1,4,0,0,0,4,0,0,1,0,2
"Kcnj3",0,0,0,5,1,1,1,0,0,0,0,6,0,5,4,5,3,2,0,3,2,3,0,8,1,8,2,2,6,5,4,3,3,2,5,0,3,3,4,3,4,8,3,1,2,0,2,7,0,1,0,3,1,2,0,3,7,4,4,4,5,0,1,3,6,3,1,4,1,2,1,2,0,0,3,5,4,1,3,1,2,0,2,0,0
"Galnt5",2,0,0,0,4,3,3,0,0,0,3,3,0,6,4,3,2,2,0,1,3,5,5,6,1,3,0,2,3,4,2,2,2,0,2,0,0,6,0,1,4,2,2,2,2,0,2,1,4,6,3,1,2,2,1,2,3,2,3,0,1,1,0,1,4,2,1,4,1,0,3,0,1,2,1,4,1,2,1,4,1,0,1,1,0
"Cytip",0,0,0,0,3,5,2,0,0,0,1,2,2,0,3,2,1,2,0,2,0,1,0,2,0,0,0,2,3,0,0,1,1,3,2,0,0,0,0,4,2,1,2,1,2,4,4,2,0,0,1,3,1,2,1,1,3,7,0,1,2,1,2,2,2,2,1,6,0,2,0,2,0,0,0,3,0,2,1,0,0,0,2,0,1
"Acvr1",0,0,0,4,9,5,2,0,0,0,1,10,7,4,5,3,3,6,4,7,8,5,2,1,1,3,5,3,4,11,8,7,14,10,2,0,5,7,3,7,3,7,5,10,3,1,1,7,1,6,2,9,4,0,3,6,4,4,4,6,10,6,3,8,6,5,5,10,5,4,3,3,7,2,5,6,3,4,2,8,0,4,4,0,6
